url,region,condition,rooms,rent,year_construction,space,cold_rent,utilities,heating_costs,security_deposit,parking_space,renovated_date,property_condition,furnishing,heating_type,energy_sources,energy_certificate,type_of_certificate,energy_requirement,efficiency_class,tags
https://www.immobilienscout24.de/expose/116051687,Mitte,first_time_use,4,2659,2019,117.2,2.20€,+460€,in,3,120€,,New,,Underfloor Heating,,,Bedarfsausweis,,B,"['Balkon', 'Terrasse Balkon', 'Terrasse Personenaufzug Personenaufzug Einbauküche Einbauküche']"
https://www.immobilienscout24.de/expose/115338103,Kreuzberg,first_time_use,1,1200,2020,29.33,"973,51€","+226,49€",in,"2920,53",,,New,Gehobene Qualität,Central Heating,Fernwärme Energieausweis liegt vor,liegt vor,,,,"['Balkon', 'Terrasse Balkon', 'Terrasse Personenaufzug Personenaufzug Einbauküche Einbauküche']"
https://www.immobilienscout24.de/expose/116458710,Köpenick,well_kept,2,979,1997,83.61,799€,+90€,+90€,Drei,,,Groomed,Normale Qualität,Central Heating,Fernwärme Energieausweis liegt vor,liegt vor,"Verbrauchsausweis Energie­ver­brauchs­kennwert 98,5 kWh/(m²*a)",,,"['Balkon', 'Terrasse Balkon', 'Terrasse Personenaufzug Personenaufzug Einbauküche Einbauküche']"
https://www.immobilienscout24.de/expose/116573177,Wilmersdorf,well_kept,4,1830.22,1900,171.18,,,,,,,,,,,,,,,"['Balkon', 'Terrasse Balkon', 'Terrasse Personenaufzug Personenaufzug Einbauküche Einbauküche']"
https://www.immobilienscout24.de/expose/115925878,Kreuzberg,first_time_use,2,2272,2020,88.27,,,,,,,New,Gehobene Qualität,Central Heating,Fernwärme Energieausweis liegt zur Besichtigung vor,liegt zur Besichtigung vor,,,,"['Balkon', 'Terrasse Balkon', 'Terrasse Personenaufzug Personenaufzug Einbauküche Einbauküche']"
https://www.immobilienscout24.de/expose/115611847,Köpenick,well_kept,2,840,1997,73.51,652€,+110€,+78€,3,,2019,Groomed,Normale Qualität,Central Heating,Fernwärme Energieausweis liegt vor,liegt vor,Verbrauchsausweis Energie­ver­brauchs­kennwert 84 kWh/(m²*a),,,"['Balkon', 'Terrasse Balkon', 'Terrasse Personenaufzug Personenaufzug Einbauküche Einbauküche']"
https://www.immobilienscout24.de/expose/108376992,Mitte,mint_condition,2,1509.45,2015,61.61,,,,,,,,,,,,,,,"['Balkon', 'Terrasse Balkon', 'Terrasse Personenaufzug Personenaufzug Einbauküche Einbauküche']"
https://www.immobilienscout24.de/expose/116573270,Charlottenburg,well_kept,2,730.73,1900,72.61,"540,73€",+110€,+80€,3,,,Groomed,,Central Heating,Fernwärme Energieausweis liegt vor,liegt vor,"Verbrauchsausweis End­energie­verbrauch 171,7 kWh/(m²*a)",,,"['Balkon', 'Terrasse Balkon', 'Terrasse Personenaufzug Personenaufzug Einbauküche Einbauküche']"
https://www.immobilienscout24.de/expose/116456427,Friedrichsfelde,well_kept,2,561.93,1971,62.4,"391,93€",+110€,+60€,Drei,,,Groomed,Normale Qualität,District Heating,Fernwärme Energieausweis liegt vor,liegt vor,Verbrauchsausweis Energie­ver­brauchs­kennwert 74 kWh/(m²*a) Energieverbrauch für Warmwasser enthalten,,,"['Balkon', 'Terrasse Balkon', 'Terrasse Personenaufzug Personenaufzug Einbauküche Einbauküche']"
https://www.immobilienscout24.de/expose/113934099,Tiergarten,first_time_use,3,1789,2020,77.66,1.53€,+255€,in,3,,,New,Luxus,Underfloor Heating,Fernwärme Energieausweis liegt vor,liegt vor,Bedarfsausweis,"81,6 kWh/(m²*a)",,"['Balkon', 'Terrasse Balkon', 'Terrasse Personenaufzug Personenaufzug Einbauküche Einbauküche']"
https://www.immobilienscout24.de/expose/114437800,Mitte,first_time_use,4,2499,2019,125.2,2.00€,+500€,in,,120€,,New,,Underfloor Heating,Fernwärme,,Bedarfsausweis,,B,"['Balkon', 'Terrasse Balkon', 'Terrasse Personenaufzug Personenaufzug Einbauküche Einbauküche']"
https://www.immobilienscout24.de/expose/116205341,Kreuzberg,first_time_use,2,2328,2020,90.36,,,,,,,New,Gehobene Qualität,Central Heating,Fernwärme Energieausweis liegt zur Besichtigung vor,liegt zur Besichtigung vor,,,,"['Balkon', 'Terrasse Balkon', 'Terrasse Personenaufzug Personenaufzug Einbauküche Einbauküche']"
https://www.immobilienscout24.de/expose/116168441,Mitte,first_time_use,3,2500,2019,81.1,2.15€,+250€,in,3,,,New,Luxus,Underfloor Heating,Fernwärme Energieausweis liegt vor,liegt vor,Bedarfsausweis,"64,2 kWh/(m²*a)",B,"['Balkon', 'Terrasse Balkon', 'Terrasse Personenaufzug Personenaufzug Einbauküche Einbauküche']"
https://www.immobilienscout24.de/expose/113473088,Kreuzberg,mint_condition,2,6450,2016,186,5.70€,+750€,inkl.,3,,,Mint Condition,Luxus,Underfloor Heating,,,,,,"['Balkon', 'Terrasse Balkon', 'Terrasse Personenaufzug Personenaufzug Einbauküche Einbauküche']"
https://www.immobilienscout24.de/expose/116361020,Tiergarten,first_time_use,2,1399.65,2019,66.65,"1.199,70€","+133,30€","+66,65€",2400,,2019,New,Gehobene Qualität,District Heating,Fernwärme Energieausweis liegt vor,liegt vor,Bedarfsausweis,"66,2 kWh/(m²*a)",B,"['Balkon', 'Terrasse Balkon', 'Terrasse Personenaufzug Personenaufzug Einbauküche Einbauküche']"
https://www.immobilienscout24.de/expose/114948552,Mitte,well_kept,2,1505.6,2018,75.28,"1.279,76€","+225,84€",in,3,150€,,Groomed,Luxus,Underfloor Heating,,,,,,"['Balkon', 'Terrasse Balkon', 'Terrasse Personenaufzug Personenaufzug Einbauküche Einbauküche']"
https://www.immobilienscout24.de/expose/116128686,Friedrichsfelde,first_time_use,3.5,1429.1,2020,82.05,"1.169,14€","+164,09€","+95,87€",3507.42,,,New,Gehobene Qualität,,Fernwärme,,Bedarfsausweis,40 kWh/(m²*a),,"['Balkon', 'Terrasse Balkon', 'Terrasse Personenaufzug Personenaufzug Einbauküche Einbauküche']"
https://www.immobilienscout24.de/expose/116672493,Köpenick,mint_condition,1,930,2018,29.12,760€,+170€,+0€,2000,,,Mint Condition,Gehobene Qualität,,,,,,,"['Balkon', 'Terrasse Balkon', 'Terrasse Personenaufzug Personenaufzug Einbauküche Einbauküche']"
https://www.immobilienscout24.de/expose/116128693,Friedrichsfelde,first_time_use,2,868.06,2020,49.19,"713,26€","+98,38€","+56,42€",2139.78,,,New,Gehobene Qualität,,Fernwärme,,Bedarfsausweis,40 kWh/(m²*a),,"['Balkon', 'Terrasse Balkon', 'Terrasse Personenaufzug Personenaufzug Einbauküche Einbauküche']"
https://www.immobilienscout24.de/expose/115478066,Mitte,first_time_use,4,2179,2019,95.8,1.80€,+380€,in,"5.397,00",120€,,New,,Underfloor Heating,,,Bedarfsausweis,,B,"['Balkon', 'Terrasse Balkon', 'Terrasse Personenaufzug Personenaufzug Einbauküche Einbauküche']"
https://www.immobilienscout24.de/expose/116673507,Mitte,no_information,3,1829,2019,67,,,,,,,,,,,,,,,"['Balkon', 'Terrasse Balkon', 'Terrasse Personenaufzug Personenaufzug Einbauküche Einbauküche']"
https://www.immobilienscout24.de/expose/116541713,Köpenick,well_kept,3,1589,1994,105.47,1.30€,+294€,in,"3885,00",,2019,Groomed,Gehobene Qualität,Central Heating,Öl Energieausweis liegt vor,liegt vor,Verbrauchsausweis End­energie­verbrauch 109 kWh/(m²*a),,D,"['Balkon', 'Terrasse Balkon', 'Terrasse Personenaufzug Personenaufzug Einbauküche Einbauküche']"
https://www.immobilienscout24.de/expose/116673146,Prenzlauer,mint_condition,3,1831,2019,72.28,,,,,,,Mint Condition,Gehobene Qualität,,,,,,,"['Balkon', 'Terrasse Balkon', 'Terrasse Personenaufzug Personenaufzug Einbauküche Einbauküche']"
https://www.immobilienscout24.de/expose/116673619,Tiergarten,no_information,1,1060,2020,32,,,,,,,,,,,,,,,"['Balkon', 'Terrasse Balkon', 'Terrasse Personenaufzug Personenaufzug Einbauküche Einbauküche']"
https://www.immobilienscout24.de/expose/116659680,Prenzlauer,mint_condition,3,3103,1918,141.75,2.65€,"+453,60€",in,"7.950,00",,2019,Mint Condition,Luxus,Central Heating,Gas,,"Verbrauchsausweis Energie­ver­brauchs­kennwert 120,8 kWh/(m²*a)",,,"['Balkon', 'Terrasse Balkon', 'Terrasse Personenaufzug Personenaufzug Einbauküche Einbauküche']"
https://www.immobilienscout24.de/expose/116673702,Tiergarten,no_information,2,1619,2020,60,1.38€,+235€,inkl.,4152,,,,Luxus,,,,,,,"['Balkon', 'Terrasse Balkon', 'Terrasse Personenaufzug Personenaufzug Einbauküche Einbauküche']"
https://www.immobilienscout24.de/expose/115320929,Mitte,mint_condition,1,715,2014,19,,,,,,,Mint Condition,Gehobene Qualität,Central Heating,Fernwärme Energieausweis liegt vor,liegt vor,Bedarfsausweis,51 kWh/(m²*a),,"['Balkon', 'Terrasse Balkon', 'Terrasse Personenaufzug Personenaufzug Einbauküche Einbauküche']"
https://www.immobilienscout24.de/expose/115967641,Köpenick,mint_condition,3,1237.83,2015,80.97,,,,,,,,,,,,,,,"['Balkon', 'Terrasse Balkon', 'Terrasse Personenaufzug Personenaufzug Einbauküche Einbauküche']"
https://www.immobilienscout24.de/expose/116045250,Charlottenburg,first_time_use,3,2290,2019,96.81,,,,,,,New,,Underfloor Heating,,,Bedarfsausweis,81 kWh/(m²*a),B,"['Balkon', 'Terrasse Balkon', 'Terrasse Personenaufzug Personenaufzug Einbauküche Einbauküche']"
https://www.immobilienscout24.de/expose/116326551,Charlottenburg,mint_condition,2,1810,2016,100.47,1.55€,+250€,in,"4.650,00",150€,,Mint Condition,Luxus,Central Heating,Fernwärme Energieausweis liegt vor,liegt vor,Bedarfsausweis,58 kWh/(m²*a),B,"['Balkon', 'Terrasse Balkon', 'Terrasse Personenaufzug Personenaufzug Einbauküche Einbauküche']"
https://www.immobilienscout24.de/expose/115455112,Tiergarten,first_time_use,3,2320,2019,101.38,,,,,,,New,,Underfloor Heating,,,Bedarfsausweis,80 kWh/(m²*a),B,"['Balkon', 'Terrasse Balkon', 'Terrasse Personenaufzug Personenaufzug Einbauküche Einbauküche']"
https://www.immobilienscout24.de/expose/115542854,Charlottenburg,first_time_use,4,2230,2019,112.26,,,,,,,New,Gehobene Qualität,Underfloor Heating,,,Bedarfsausweis,50 kWh/(m²*a),,"['Balkon', 'Terrasse Balkon', 'Terrasse Personenaufzug Personenaufzug Einbauküche Einbauküche']"
https://www.immobilienscout24.de/expose/115830685,Tiergarten,fully_renovated,3,2155,1990,101.15,,,,,,,Completely Renovated,,District Heating,Fernwärme-Dampf,,"Verbrauchsausweis End­energie­verbrauch 204,3 kWh/(m²*a)",,,"['Balkon', 'Terrasse Balkon', 'Terrasse Personenaufzug Personenaufzug Einbauküche Einbauküche']"
https://www.immobilienscout24.de/expose/116211269,Mitte,mint_condition,4,2660.9,2017,132.81,,,,,,,Mint Condition,Gehobene Qualität,,Fernwärme,,Bedarfsausweis,102 kWh/(m²*a),,"['Balkon', 'Terrasse Balkon', 'Terrasse Personenaufzug Personenaufzug Einbauküche Einbauküche']"
https://www.immobilienscout24.de/expose/116211278,Mitte,mint_condition,2,1427.82,2017,73.97,,,,,,,Mint Condition,Gehobene Qualität,,Fernwärme,,Bedarfsausweis,113 kWh/(m²*a),,"['Balkon', 'Terrasse Balkon', 'Terrasse Personenaufzug Personenaufzug Einbauküche Einbauküche']"
https://www.immobilienscout24.de/expose/115637975,Wilmersdorf,first_time_use,4,3170,2019,139.07,,,,,,,New,,Underfloor Heating,,,Bedarfsausweis,68 kWh/(m²*a),B,"['Balkon', 'Terrasse Balkon', 'Terrasse Personenaufzug Personenaufzug Einbauküche Einbauküche']"
https://www.immobilienscout24.de/expose/116126616,Tiergarten,first_time_use,1,999,2019,28,901€,keine,keine,1.50€,,,New,Gehobene Qualität,Underfloor Heating,Erdwärme Energieausweis liegt vor,liegt vor,Bedarfsausweis,"16,3 kWh/(m²*a)",A+,"['Balkon', 'Terrasse Balkon', 'Terrasse Personenaufzug Personenaufzug Einbauküche Einbauküche']"
https://www.immobilienscout24.de/expose/116425938,Charlottenburg,well_kept,2,849.24,1969,84,"614,24€",+150€,+85€,3,,,Groomed,Normale Qualität,Central Heating,Öl Energieausweis liegt vor,liegt vor,Bedarfsausweis,"76,9 kWh/(m²*a)",,"['Balkon', 'Terrasse Balkon', 'Terrasse Personenaufzug Personenaufzug Einbauküche Einbauküche']"
https://www.immobilienscout24.de/expose/116418478,Wedding,no_information,2.5,658.11,1930,60,"418,11€",+120€,+120€,3,,,,Normale Qualität,Central Heating,Fernwärme Energieausweis liegt vor,liegt vor,Verbrauchsausweis Energie­ver­brauchs­kennwert 215 kWh/(m²*a),,,"['Balkon', 'Terrasse Balkon', 'Terrasse Personenaufzug Personenaufzug Einbauküche Einbauküche']"
https://www.immobilienscout24.de/expose/116172812,Charlottenburg,first_time_use,2,1340,2019,47.4,,,,,,,New,Gehobene Qualität,Underfloor Heating,,,Bedarfsausweis,79 kWh/(m²*a),B,"['Balkon', 'Terrasse Balkon', 'Terrasse Personenaufzug Personenaufzug Einbauküche Einbauküche']"
https://www.immobilienscout24.de/expose/114436473,Tiergarten,fully_renovated,4,2433,1998,120.64,,,,,,,Completely Renovated,,Central Heating,Öl,,"Verbrauchsausweis End­energie­verbrauch 218,2 kWh/(m²*a)",,,"['Balkon', 'Terrasse Balkon', 'Terrasse Personenaufzug Personenaufzug Einbauküche Einbauküche']"
https://www.immobilienscout24.de/expose/115205242,Tiergarten,fully_renovated,4,3275,1990,156.68,,,,,,,Completely Renovated,,District Heating,Fernwärme-Dampf,,"Verbrauchsausweis End­energie­verbrauch 204,3 kWh/(m²*a)",,G,"['Balkon', 'Terrasse Balkon', 'Terrasse Personenaufzug Personenaufzug Einbauküche Einbauküche']"
https://www.immobilienscout24.de/expose/116421499,Tiergarten,no_information,1,311.04,1900,32,"271,04€",+40€,nicht,3x,,,,Normale Qualität,Floor Heating,Erdgas leicht Energieausweis liegt vor,liegt vor,Bedarfsausweis,149 kWh/(m²*a),E,"['Balkon', 'Terrasse Balkon', 'Terrasse Personenaufzug Personenaufzug Einbauküche Einbauküche']"
https://www.immobilienscout24.de/expose/116436290,Mitte,no_information,4,3677.7,2016,125.54,3.05€,"+426,84€","+200,86€","9.150,-",200€,2016,,Luxus,District Heating,Fernwärme Energieausweis liegt vor,liegt vor,Bedarfsausweis,74 kWh/(m²*a),B,"['Balkon', 'Terrasse Balkon', 'Terrasse Personenaufzug Personenaufzug Einbauküche Einbauküche']"
https://www.immobilienscout24.de/expose/116463067,Mitte,first_time_use,3,1740,2020,75.7,1.52€,+225€,inkl.,4.545,,,New,Gehobene Qualität,Central Heating,Fernwärme Energieausweis liegt vor,liegt vor,Bedarfsausweis,"66,7 kWh/(m²*a)",,"['Balkon', 'Terrasse Balkon', 'Terrasse Personenaufzug Personenaufzug Einbauküche Einbauküche']"
https://www.immobilienscout24.de/expose/115657845,Neukölln,first_time_use,2,1404.66,2019,68.52,"1.164,84€","+137,04€","+102,78€",2xNKM,,,New,Gehobene Qualität,Underfloor Heating,KWK fossil Energieausweis liegt vor,liegt vor,Bedarfsausweis,68 kWh/(m²*a),,"['Balkon', 'Terrasse Balkon', 'Terrasse Personenaufzug Personenaufzug Einbauküche Einbauküche']"
https://www.immobilienscout24.de/expose/97276695,Wedding,mint_condition,1,772,2017,20.5,,,,,,,Mint Condition,Gehobene Qualität,Central Heating,Fernwärme Energieausweis liegt vor,liegt vor,Bedarfsausweis,61 kWh/(m²*a),B,"['Balkon', 'Terrasse Balkon', 'Terrasse Personenaufzug Personenaufzug Einbauküche Einbauküche']"
https://www.immobilienscout24.de/expose/116415271,Neukölln,well_kept,2,479.87,1918,47.12,,,,,,,,,,,,,,,"['Balkon', 'Terrasse Balkon', 'Terrasse Personenaufzug Personenaufzug Einbauküche Einbauküche']"
https://www.immobilienscout24.de/expose/115657848,Neukölln,first_time_use,3,1853.33,2019,82.37,"1.565,03€","+164,74€","+123,56€",2xNKM,,,New,Gehobene Qualität,Underfloor Heating,KWK fossil Energieausweis liegt vor,liegt vor,Bedarfsausweis,68 kWh/(m²*a),,"['Balkon', 'Terrasse Balkon', 'Terrasse Personenaufzug Personenaufzug Einbauküche Einbauküche']"
https://www.immobilienscout24.de/expose/116423441,Wedding,no_information,1,511.15,1900,49,"361,15€",+85€,+65€,3,,,,Normale Qualität,Central Heating,Öl Energieausweis liegt vor,liegt vor,Bedarfsausweis,"118,2 kWh/(m²*a)",,"['Balkon', 'Terrasse Balkon', 'Terrasse Personenaufzug Personenaufzug Einbauküche Einbauküche']"
https://www.immobilienscout24.de/expose/103333796,Wedding,mint_condition,1,845,2017,27.8,,,,,,,Mint Condition,Gehobene Qualität,Central Heating,Fernwärme Energieausweis liegt vor,liegt vor,Bedarfsausweis,61 kWh/(m²*a),B,"['Balkon', 'Terrasse Balkon', 'Terrasse Personenaufzug Personenaufzug Einbauküche Einbauküche']"
https://www.immobilienscout24.de/expose/115759449,Prenzlauer,first_time_use_after_refurbishment,2,2724.17,1918,135.68,2.30€,"+434,17€",in,"6.900,00",,2019,After Renovation,Luxus,Central Heating,Gas,,"Verbrauchsausweis Energie­ver­brauchs­kennwert 120,8 kWh/(m²*a)",,,"['Balkon', 'Terrasse Balkon', 'Terrasse Personenaufzug Personenaufzug Einbauküche Einbauküche']"
https://www.immobilienscout24.de/expose/115758588,Prenzlauer,first_time_use,2,2251,2019,79.05,2.00€,+253€,in,"5.994,00",,,New,Luxus,Central Heating,Gas,,"Verbrauchsausweis Energie­ver­brauchs­kennwert 120,8 kWh/(m²*a)",,,"['Balkon', 'Terrasse Balkon', 'Terrasse Personenaufzug Personenaufzug Einbauküche Einbauküche']"
https://www.immobilienscout24.de/expose/113389306,Charlottenburg,fully_renovated,5,3195,1905,170,2.49€,+330€,nicht,"6.000,-",,2016,Completely Renovated,Luxus,Floor Heating,Gas Energieausweis laut Gesetz nicht erforderlich,laut Gesetz nicht erforderlich,,,,"['Balkon', 'Terrasse Balkon', 'Terrasse Personenaufzug Personenaufzug Einbauküche Einbauküche']"
https://www.immobilienscout24.de/expose/115695194,Prenzlauer,first_time_use,3,2812,2019,100.7,2.49€,+322€,in,"7.470,00",,,New,Luxus,Central Heating,Gas,,"Verbrauchsausweis Energie­ver­brauchs­kennwert 120,8 kWh/(m²*a)",,,"['Balkon', 'Terrasse Balkon', 'Terrasse Personenaufzug Personenaufzug Einbauküche Einbauküche']"
https://www.immobilienscout24.de/expose/114393406,Charlottenburg,first_time_use,1,976,2019,37.69,,,,,,,,,,,,,,,"['Balkon', 'Terrasse Balkon', 'Terrasse Personenaufzug Personenaufzug Einbauküche Einbauküche']"
https://www.immobilienscout24.de/expose/84486290,Tiergarten,well_kept,3,2044.85,2015,114.99,"1.724,85€",+320€,in,"5.172,00",0€,,Groomed,Gehobene Qualität,District Heating,,liegt vor,Bedarfsausweis,70 kWh/(m²*a),,"['Balkon', 'Terrasse Balkon', 'Terrasse Personenaufzug Personenaufzug Einbauküche Einbauküche']"
https://www.immobilienscout24.de/expose/102529088,Wedding,first_time_use,1,959,2017,27.8,,,,,,,New,Gehobene Qualität,Central Heating,Fernwärme Energieausweis liegt vor,liegt vor,Bedarfsausweis,61 kWh/(m²*a),B,"['Balkon', 'Terrasse Balkon', 'Terrasse Personenaufzug Personenaufzug Einbauküche Einbauküche']"
https://www.immobilienscout24.de/expose/111965338,Tiergarten,well_kept,2,850,1902,55,715€,+135€,in,"2.145,00",,,Groomed,Normale Qualität,Central Heating,Gas Energieausweis liegt vor,liegt vor,Verbrauchsausweis End­energie­verbrauch 120 kWh/(m²*a),,D,"['Balkon', 'Terrasse Balkon', 'Terrasse Personenaufzug Personenaufzug Einbauküche Einbauküche']"
https://www.immobilienscout24.de/expose/115637279,Charlottenburg,mint_condition,3,2071.9,2016,107.33,1.76€,"+311,90€",in,"6.215,70",150€,,Mint Condition,Luxus,Central Heating,Fernwärme Energieausweis liegt vor,liegt vor,Bedarfsausweis,58 kWh/(m²*a),B,"['Balkon', 'Terrasse Balkon', 'Terrasse Personenaufzug Personenaufzug Einbauküche Einbauküche']"
https://www.immobilienscout24.de/expose/115787009,Prenzlauer,first_time_use,4,4500,1918,225,3.83€,+675€,in,"11.475,00",,2019,New,Luxus,Central Heating,Gas Energieausweis liegt vor,liegt vor,Verbrauchsausweis,,D,"['Balkon', 'Terrasse Balkon', 'Terrasse Personenaufzug Personenaufzug Einbauküche Einbauküche']"
https://www.immobilienscout24.de/expose/115436676,Mitte,mint_condition,4,5530,2016,201,4.95€,+580€,keine,"14.850,00",,,Mint Condition,Luxus,Central Heating,Fernwärme Energieausweis liegt vor,liegt vor,Bedarfsausweis,"45,7 kWh/(m²*a)",A,"['Balkon', 'Terrasse Balkon', 'Terrasse Personenaufzug Personenaufzug Einbauküche Einbauküche']"
https://www.immobilienscout24.de/expose/114392838,Charlottenburg,first_time_use,1,1049,2019,40.51,,,,,,,,,,,,,,,"['Balkon', 'Terrasse Balkon', 'Terrasse Personenaufzug Personenaufzug Einbauküche Einbauküche']"
https://www.immobilienscout24.de/expose/115467714,Mitte,no_information,3,1629,2015,106,1.40€,+230€,in,"4.197,00",130€,,,,Central Heating,Fernwärme Energieausweis liegt vor,liegt vor,Bedarfsausweis,"61,7 kWh/(m²*a)",,"['Balkon', 'Terrasse Balkon', 'Terrasse Personenaufzug Personenaufzug Einbauküche Einbauküche']"
https://www.immobilienscout24.de/expose/116516868,Prenzlauer,mint_condition,2.5,1640,2014,80,,,,,,,,,,,,,,,"['Balkon', 'Terrasse Balkon', 'Terrasse Personenaufzug Personenaufzug Einbauküche Einbauküche']"
https://www.immobilienscout24.de/expose/115595960,Charlottenburg,first_time_use,2,1498,2019,47.2,,,,,,,,,,,,,,,"['Balkon', 'Terrasse Balkon', 'Terrasse Personenaufzug Personenaufzug Einbauküche Einbauküche']"
https://www.immobilienscout24.de/expose/115946422,Mitte,first_time_use,1,889,2018,27.71,,,,,,,New,,Central Heating,Fernwärme Energieausweis liegt vor,liegt vor,Bedarfsausweis,60 kWh/(m²*a),B,"['Balkon', 'Terrasse Balkon', 'Terrasse Personenaufzug Personenaufzug Einbauküche Einbauküche']"
https://www.immobilienscout24.de/expose/109964075,Friedrichsfelde,first_time_use,4,1598,2016,118,1.30€,+300€,nicht,"2600,00",0€,,New,Gehobene Qualität,Underfloor Heating,Fernwärme Energieausweis liegt vor,liegt vor,,,,"['Balkon', 'Terrasse Balkon', 'Terrasse Personenaufzug Personenaufzug Einbauküche Einbauküche']"
https://www.immobilienscout24.de/expose/116174480,Tiergarten,mint_condition,5,4945,2019,215,4.30€,+645€,in,"12.900,00",,,Mint Condition,,Central Heating,Fernwärme Energieausweis liegt vor,liegt vor,Bedarfsausweis,116 kWh/(m²*a),,"['Balkon', 'Terrasse Balkon', 'Terrasse Personenaufzug Personenaufzug Einbauküche Einbauküche']"
https://www.immobilienscout24.de/expose/109887293,Mitte,no_information,2,1500,1900,57,1.30€,+200€,in,2,,,,,Central Heating,Gas,,,,,"['Balkon', 'Terrasse Balkon', 'Terrasse Personenaufzug Personenaufzug Einbauküche Einbauküche']"
https://www.immobilienscout24.de/expose/115924594,Wedding,first_time_use_after_refurbishment,4,1949.26,1902,104.63,"1.645,83€","+151,71€","+151,71€",3,,2020,After Renovation,Gehobene Qualität,Central Heating,Fernwärme Energieausweis liegt zur Besichtigung vor,liegt zur Besichtigung vor,,,,"['Balkon', 'Terrasse Balkon', 'Terrasse Personenaufzug Personenaufzug Einbauküche Einbauküche']"
https://www.immobilienscout24.de/expose/113870768,Neukölln,first_time_use,2,1265,1900,59,1.12€,+180€,inkl.,3450,,2020,New,Luxus,District Heating,Fernwärme Energieausweis liegt zur Besichtigung vor,liegt zur Besichtigung vor,,,,"['Balkon', 'Terrasse Balkon', 'Terrasse Personenaufzug Personenaufzug Einbauküche Einbauküche']"
https://www.immobilienscout24.de/expose/115807020,Tiergarten,mint_condition,2.5,2500,1910,125,2.10€,+400€,in,5000,0€,2018,Mint Condition,Luxus,Underfloor Heating,Bioenergie Energieausweis liegt vor,liegt vor,Bedarfsausweis,,,"['Balkon', 'Terrasse Balkon', 'Terrasse Personenaufzug Personenaufzug Einbauküche Einbauküche']"
https://www.immobilienscout24.de/expose/98856759,Tiergarten,mint_condition,2,1565,2017,67.27,,,,,,,Mint Condition,Luxus,District Heating,Fernwärme-Dampf Energieausweis liegt zur Besichtigung vor,liegt zur Besichtigung vor,,,,"['Balkon', 'Terrasse Balkon', 'Terrasse Personenaufzug Personenaufzug Einbauküche Einbauküche']"
https://www.immobilienscout24.de/expose/112674538,Mitte,mint_condition,2,1550,2017,46,,,,,,,,,,,,,,,"['Balkon', 'Terrasse Balkon', 'Terrasse Personenaufzug Personenaufzug Einbauküche Einbauküche']"
https://www.immobilienscout24.de/expose/116606620,Prenzlauer,fully_renovated,3,1424.75,1890,88.5,,,,,,,,,,,,,,,"['Balkon', 'Terrasse Balkon', 'Terrasse Personenaufzug Personenaufzug Einbauküche Einbauküche']"
https://www.immobilienscout24.de/expose/112981884,Kreuzberg,first_time_use,5,4400,1867,236,,,,,,,,,,,,,,,"['Balkon', 'Terrasse Balkon', 'Terrasse Personenaufzug Personenaufzug Einbauküche Einbauküche']"
https://www.immobilienscout24.de/expose/115122011,Köpenick,first_time_use,3,1690,2019,99.4,1.49€,+200€,in,3,90€,,New,Gehobene Qualität,Central Heating,,liegt vor,Bedarfsausweis,"35,61 kWh/(m²*a)",,"['Balkon', 'Terrasse Balkon', 'Terrasse Personenaufzug Personenaufzug Einbauküche Einbauküche']"
https://www.immobilienscout24.de/expose/113231697,Kreuzberg,fully_renovated,2.5,3400,2015,106,3.00€,+400€,in,10,,2015,Completely Renovated,Luxus,District Heating,,liegt zur Besichtigung vor,,,,"['Balkon', 'Terrasse Balkon', 'Terrasse Personenaufzug Personenaufzug Einbauküche Einbauküche']"
https://www.immobilienscout24.de/expose/115923888,Wedding,first_time_use_after_refurbishment,2.5,1189.48,1902,61.44,,,,,,,,,,,,,,,"['Balkon', 'Terrasse Balkon', 'Terrasse Personenaufzug Personenaufzug Einbauküche Einbauküche']"
https://www.immobilienscout24.de/expose/116592240,Tiergarten,no_information,3,1570,2018,83,,,,,,,,,Underfloor Heating,Strom,,Bedarfsausweis,53 kWh/(m²*a),B,"['Balkon', 'Terrasse Balkon', 'Terrasse Personenaufzug Personenaufzug Einbauküche Einbauküche']"
https://www.immobilienscout24.de/expose/115122127,Köpenick,first_time_use,2,1000,2019,56.7,880€,+120€,in,3,90€,,New,Gehobene Qualität,Central Heating,,liegt vor,Bedarfsausweis,"36,61 kWh/(m²*a)",,"['Balkon', 'Terrasse Balkon', 'Terrasse Personenaufzug Personenaufzug Einbauküche Einbauküche']"
https://www.immobilienscout24.de/expose/116326815,Kreuzberg,first_time_use,4,2680,2019,116.5,,,,,,,,,,,,,,,"['Balkon', 'Terrasse Balkon', 'Terrasse Personenaufzug Personenaufzug Einbauküche Einbauküche']"
https://www.immobilienscout24.de/expose/114067213,Charlottenburg,first_time_use,3,2100,2020,121.91,1.81€,+190€,+100€,3620,,,New,Gehobene Qualität,Gas Heating,Gas Energieausweis liegt vor,liegt vor,Bedarfsausweis,"34,6 kWh/(m²*a)",A,"['Balkon', 'Terrasse Balkon', 'Terrasse Personenaufzug Personenaufzug Einbauküche Einbauküche']"
https://www.immobilienscout24.de/expose/116238503,Neukölln,well_kept,1,450,1910,14,,,,,,,,,,,,,,,"['Balkon', 'Terrasse Balkon', 'Terrasse Personenaufzug Personenaufzug Einbauküche Einbauküche']"
